Subject,TrialList,TrialList.Number,Exp.Number,Prime,PrimeType,PrefixClass,fPrimeMorpheme,PrimeAsp,fPrime,letPrime,Target,TargetAsp,fTarget,fTargetStem,letTarget,Target.RT,Target.ACC,Blank2.RT,Blank2.ACC
20,3,14,104,зашагать,pref,pref-za,,P,8.4,8,шагать,I,23.2,,6,0,0,79,1
22,3,14,81,зашагать,pref,pref-za,,P,8.4,8,шагать,I,23.2,,6,0,0,187,1
28,3,14,44,зашагать,pref,pref-za,,P,8.4,8,шагать,I,23.2,,6,0,0,70,1
31,3,14,28,зашагать,pref,pref-za,,P,8.4,8,шагать,I,23.2,,6,0,0,310,1
34,3,14,29,зашагать,pref,pref-za,,P,8.4,8,шагать,I,23.2,,6,0,0,411,1
1,1,73,97,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,53,1
1,1,13,98,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,61,1
5,1,13,40,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,155,1
7,1,13,103,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,52,1
9,1,13,46,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,273,1
11,1,13,13,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,175,1
13,1,13,102,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,54,1
16,1,13,47,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,90,1
23,1,13,51,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,177,1
29,1,13,69,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,1377,1
32,1,13,12,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,219,1
35,1,13,102,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,261,1
37,1,13,34,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,185,1
39,1,13,63,баюкать,unrel,,,I,1.1,7,чихать,I,3.8,,6,0,0,574,1
2,3,101,4,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,284,1
3,1,101,49,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,96,1
7,1,101,64,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,27,1
10,3,101,90,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,361,1
12,3,101,75,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,359,1
13,1,101,62,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,171,1
14,2,101,8,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,213,1
15,3,101,3,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,359,1
16,1,101,61,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,359,1
18,3,101,82,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,405,1
19,2,101,86,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,923,1
20,3,101,21,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,349,1
21,2,101,41,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,491,1
22,3,101,74,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,167,1
23,1,101,50,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,330,1
24,2,101,104,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,300,1
25,3,101,39,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,118,1
26,1,101,102,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,290,1
27,2,101,62,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,408,1
28,3,101,73,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,473,1
29,1,101,3,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,308,1
30,2,101,11,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,1003,1
31,3,101,52,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,161,1
32,1,101,57,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,396,1
33,2,101,85,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,2748,1
34,3,101,82,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,1463,1
36,2,101,70,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,210,1
37,1,101,48,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,225,1
39,1,101,58,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,1226,1
40,2,101,38,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,150,1
41,1,101,49,блеять,filler,,,I,1.3,6,мизать,I,,,6,0,0,53,1
2,3,47,92,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,73,1
3,1,47,86,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,124,1
4,3,47,74,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,501,1
6,3,47,70,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,391,1
7,1,47,84,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,35,1
9,1,47,72,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,20,1
10,3,47,30,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,793,1
12,3,47,100,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,129,1
13,1,47,65,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,277,1
14,2,47,86,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,90,1
16,1,47,46,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,52,1
18,3,47,83,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,374,1
20,3,47,76,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,120,1
21,2,47,54,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,260,1
22,3,47,17,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,462,1
24,2,47,43,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,406,1
25,3,47,17,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,404,1
26,1,47,4,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,117,1
27,2,47,85,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,681,1
28,3,47,91,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,589,1
29,1,47,19,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,1256,1
31,3,47,55,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,85,1
32,1,47,67,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,165,1
33,2,47,46,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,81,1
35,1,47,14,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,864,1
36,2,47,34,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,84,1
39,1,47,60,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,140,1
41,1,47,94,блуждать,balance,,,I,5.6,8,ворочать,I,4.2,,8,0,0,71,1
5,1,5,5,боднуть,suffix-nu,,,P,0.7,7,бодать,I,0.4,,6,0,0,178,1
13,1,5,90,боднуть,suffix-nu,,,P,0.7,7,бодать,I,0.4,,6,0,0,71,1
16,1,5,98,боднуть,suffix-nu,,,P,0.7,7,бодать,I,0.4,,6,0,0,163,1
23,1,5,90,боднуть,suffix-nu,,,P,0.7,7,бодать,I,0.4,,6,0,0,123,1
26,1,5,19,боднуть,suffix-nu,,,P,0.7,7,бодать,I,0.4,,6,0,0,207,1
32,1,5,91,боднуть,suffix-nu,,,P,0.7,7,бодать,I,0.4,,6,0,0,26,1
35,1,5,57,боднуть,suffix-nu,,,P,0.7,7,бодать,I,0.4,,6,0,0,280,1
39,1,5,100,боднуть,suffix-nu,,,P,0.7,7,бодать,I,0.4,,6,0,0,496,1
2,3,5,45,бряцать,unrel,,,I,0.9,7,бодать,I,0.4,,6,0,0,558,1
4,3,5,60,бряцать,unrel,,,I,0.9,7,бодать,I,0.4,,6,0,0,548,1
6,3,5,71,бряцать,unrel,,,I,0.9,7,бодать,I,0.4,,6,0,0,247,1
10,3,5,38,бряцать,unrel,,,I,0.9,7,бодать,I,0.4,,6,0,0,383,1
15,3,5,47,бряцать,unrel,,,I,0.9,7,бодать,I,0.4,,6,0,0,154,1
20,3,5,40,бряцать,unrel,,,I,0.9,7,бодать,I,0.4,,6,0,0,371,1
28,3,5,49,бряцать,unrel,,,I,0.9,7,бодать,I,0.4,,6,0,0,98,1
31,3,5,3,бряцать,unrel,,,I,0.9,7,бодать,I,0.4,,6,0,0,298,1
1,1,46,70,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,25,1
2,3,46,98,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,291,1
4,3,46,49,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,313,1
6,3,46,39,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,132,1
7,1,46,74,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,47,1
8,3,46,98,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,975,1
9,1,46,28,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,4,1
10,3,46,14,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,50,1
11,1,46,95,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,235,1
12,3,46,71,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,246,1
13,1,46,61,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,208,1
15,3,46,97,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,391,1
16,1,46,49,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,66,1
17,2,46,19,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,36,1
18,3,46,90,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,101,1
19,2,46,79,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,2002,1
20,3,46,94,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,265,1
21,2,46,72,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,524,1
22,3,46,83,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,66,1
23,1,46,18,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,113,1
25,3,46,22,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,686,1
27,2,46,81,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,1368,1
28,3,46,87,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,530,1
29,1,46,41,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,581,1
30,2,46,8,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,1862,1
32,1,46,94,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,60,1
34,3,46,72,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,313,1
35,1,46,25,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,728,1
37,1,46,9,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,244,1
39,1,46,75,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,220,1
40,2,46,45,булькать,balance,,,I,3.8,8,холодать,I,0.6,,8,0,0,129,1
1,1,12,16,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,247,1
5,1,12,93,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,21,1
7,1,12,87,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,29,1
9,1,12,56,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,128,1
13,1,12,3,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,321,1
23,1,12,12,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,451,1
29,1,12,85,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,345,1
32,1,12,81,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,19,1
35,1,12,82,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,509,1
39,1,12,57,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,269,1
41,1,12,8,венчать,unrel,,,I,4.6,7,мотать,I,8.1,,6,0,0,268,1
2,3,80,10,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,1026,1
3,1,80,46,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,305,1
4,3,80,79,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,547,1
5,1,80,35,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,211,1
7,1,80,59,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,191,1
8,3,80,49,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,1366,1
9,1,80,13,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,126,1
10,3,80,95,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,325,1
12,3,80,32,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,964,1
13,1,80,33,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,269,1
14,2,80,102,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,177,1
15,3,80,40,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,307,1
18,3,80,47,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,54,1
21,2,80,17,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,369,1
22,3,80,92,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,234,1
23,1,80,68,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,80,1
24,2,80,58,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,507,1
26,1,80,85,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,20,1
27,2,80,58,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,483,1
28,3,80,26,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,551,1
29,1,80,80,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,704,1
30,2,80,95,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,301,1
31,3,80,31,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,354,1
32,1,80,71,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,428,1
33,2,80,74,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,2418,1
35,1,80,92,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,413,1
37,1,80,39,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,316,1
39,1,80,94,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,793,1
40,2,80,9,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,203,1
41,1,80,67,ветшать,filler,,,I,0.9,7,ризнуть,P,,,7,0,0,173,1
2,3,100,38,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,251,1
3,1,100,79,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,58,1
4,3,100,22,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,520,1
5,1,100,55,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,39,1
6,3,100,18,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,388,1
7,1,100,65,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,147,1
8,3,100,96,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,502,1
9,1,100,2,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,61,1
10,3,100,70,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,333,1
12,3,100,85,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,268,1
13,1,100,31,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,263,1
14,2,100,38,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,328,1
15,3,100,62,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,79,1
16,1,100,50,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,193,1
18,3,100,30,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,98,1
19,2,100,77,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,1235,1
20,3,100,34,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,74,1
21,2,100,98,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,269,1
22,3,100,63,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,501,1
23,1,100,83,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,288,1
24,2,100,24,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,182,1
25,3,100,1,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,943,1
26,1,100,41,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,114,1
27,2,100,43,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,503,1
28,3,100,75,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,189,1
29,1,100,54,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,241,1
30,2,100,49,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,334,1
31,3,100,23,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,110,1
32,1,100,54,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,171,1
34,3,100,32,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,732,1
35,1,100,61,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,360,1
36,2,100,60,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,310,1
37,1,100,29,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,155,1
39,1,100,36,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,710,1
40,2,100,44,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,76,1
41,1,100,24,вещать,filler,,,I,6,6,гащать,I,,,6,0,0,122,1
14,2,20,37,водружать,unrel,,,I,0.4,9,ковырять,I,3.9,,8,0,0,113,1
19,2,20,41,водружать,unrel,,,I,0.4,9,ковырять,I,3.9,,8,0,0,659,1
21,2,20,73,водружать,unrel,,,I,0.4,9,ковырять,I,3.9,,8,0,0,396,1
24,2,20,51,водружать,unrel,,,I,0.4,9,ковырять,I,3.9,,8,0,0,358,1
27,2,20,7,водружать,unrel,,,I,0.4,9,ковырять,I,3.9,,8,0,0,223,1
30,2,20,6,водружать,unrel,,,I,0.4,9,ковырять,I,3.9,,8,0,0,774,1
33,2,20,92,водружать,unrel,,,I,0.4,9,ковырять,I,3.9,,8,0,0,63,1
40,2,20,61,водружать,unrel,,,I,0.4,9,ковырять,I,3.9,,8,0,0,421,1
14,2,36,77,встрять,unrel,,,P,1.9,7,одеть,P,33.9,,5,0,0,145,1
19,2,36,26,встрять,unrel,,,P,1.9,7,одеть,P,33.9,,5,0,0,367,1
21,2,36,14,встрять,unrel,,,P,1.9,7,одеть,P,33.9,,5,0,0,466,1
27,2,36,29,встрять,unrel,,,P,1.9,7,одеть,P,33.9,,5,0,0,894,1
30,2,36,77,встрять,unrel,,,P,1.9,7,одеть,P,33.9,,5,0,0,578,1
33,2,36,39,встрять,unrel,,,P,1.9,7,одеть,P,33.9,,5,0,0,263,1
36,2,36,43,встрять,unrel,,,P,1.9,7,одеть,P,33.9,,5,0,0,104,1
40,2,36,14,встрять,unrel,,,P,1.9,7,одеть,P,33.9,,5,0,0,58,1
1,1,74,81,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,4,1
2,3,74,19,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,569,1
4,3,74,9,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,404,1
5,1,74,73,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,132,1
7,1,74,3,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,125,1
8,3,74,13,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,492,1
9,1,74,77,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,141,1
10,3,74,44,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,478,1
11,1,74,70,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,65,1
12,3,74,41,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,759,1
13,1,74,88,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,260,1
14,2,74,33,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,103,1
15,3,74,95,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,196,1
16,1,74,3,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,183,1
18,3,74,93,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,175,1
19,2,74,46,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,944,1
20,3,74,100,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,407,1
21,2,74,20,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,518,1
22,3,74,76,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,213,1
23,1,74,82,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,494,1
24,2,74,25,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,148,1
26,1,74,101,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,84,1
27,2,74,97,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,604,1
28,3,74,79,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,210,1
29,1,74,76,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,441,1
30,2,74,23,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,303,1
31,3,74,101,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,247,1
32,1,74,52,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,192,1
33,2,74,58,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,2402,1
35,1,74,97,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,195,1
37,1,74,19,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,175,1
39,1,74,55,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,1089,1
40,2,74,95,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,203,1
41,1,74,54,выкурить,vy-filler,,,P,4,8,гурить,I,,,6,0,0,107,1
14,2,38,24,выстрелить,unrel,,,P,15.7,10,оценить,P,64.0,,7,0,0,14,1
19,2,38,37,выстрелить,unrel,,,P,15.7,10,оценить,P,64.0,,7,0,0,992,1
21,2,38,93,выстрелить,unrel,,,P,15.7,10,оценить,P,64.0,,7,0,0,131,1
27,2,38,95,выстрелить,unrel,,,P,15.7,10,оценить,P,64.0,,7,0,0,264,1
30,2,38,5,выстрелить,unrel,,,P,15.7,10,оценить,P,64.0,,7,0,0,635,1
33,2,38,89,выстрелить,unrel,,,P,15.7,10,оценить,P,64.0,,7,0,0,56,1
40,2,38,90,выстрелить,unrel,,,P,15.7,10,оценить,P,64.0,,7,0,0,46,1
2,3,81,43,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,471,1
4,3,81,96,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,469,1
7,1,81,17,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,115,1
8,3,81,20,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,798,1
9,1,81,5,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,364,1
12,3,81,80,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,318,1
14,2,81,93,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,297,1
15,3,81,18,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,296,1
19,2,81,42,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,1139,1
20,3,81,35,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,120,1
21,2,81,91,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,207,1
22,3,81,8,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,458,1
23,1,81,104,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,957,1
24,2,81,30,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,164,1
26,1,81,71,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,41,1
27,2,81,73,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,450,1
28,3,81,22,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,604,1
29,1,81,74,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,649,1
30,2,81,69,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,355,1
31,3,81,83,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,459,1
32,1,81,38,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,694,1
33,2,81,9,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,2390,1
34,3,81,46,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,1684,1
35,1,81,69,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,274,1
36,2,81,28,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,323,1
39,1,81,2,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,466,1
40,2,81,54,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,500,1
41,1,81,21,вязать,filler,,,I,8.5,6,рязать,I,,,6,0,0,201,1
14,2,15,88,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,27,1
19,2,15,13,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,601,1
21,2,15,4,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,121,1
24,2,15,35,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,35,1
27,2,15,4,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,264,1
30,2,15,36,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,799,1
33,2,15,78,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,123,1
36,2,15,68,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,56,1
40,2,15,96,гавкнуть,suffix-nu,,,P,0.7,8,гавкать,I,0.8,,7,0,0,501,1
1,1,102,90,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,23,1
2,3,102,32,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,519,1
4,3,102,97,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,527,1
5,1,102,97,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,58,1
6,3,102,97,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,422,1
7,1,102,93,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,110,1
8,3,102,104,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,405,1
