Subject,TrialList,TrialList.Number,Exp.Number,Prime,PrimeType,PrefixClass,fPrimeMorpheme,PrimeAsp,fPrime,letPrime,Target,TargetAsp,fTarget,fTargetStem,letTarget,Target.RT,Target.ACC,Blank2.RT,Blank2.ACC
10,3,102,81,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,420,1
11,1,102,51,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,223,1
12,3,102,88,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,404,1
13,1,102,79,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,29,1
15,3,102,32,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,498,1
16,1,102,65,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,123,1
18,3,102,11,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,149,1
20,3,102,11,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,201,1
21,2,102,31,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,1020,1
22,3,102,71,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,86,1
23,1,102,32,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,434,1
24,2,102,98,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,569,1
26,1,102,38,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,233,1
27,2,102,68,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,537,1
28,3,102,35,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,393,1
29,1,102,21,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,270,1
30,2,102,4,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,982,1
31,3,102,32,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,212,1
32,1,102,33,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,345,1
33,2,102,68,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,966,1
34,3,102,88,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,347,1
35,1,102,103,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,283,1
39,1,102,17,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,372,1
40,2,102,66,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,133,1
41,1,102,73,галдеть,filler,,,I,2.4,7,делщать,I,,,7,0,0,10,1
2,3,3,48,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,373,1
4,3,3,50,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,530,1
6,3,3,100,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,356,1
8,3,3,57,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,462,1
15,3,3,34,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,25,1
22,3,3,10,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,414,1
28,3,3,99,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,347,1
31,3,3,26,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,113,1
34,3,3,1,глодать,unrel,,,I,2.20,7,щипать,I,4.0,,6,0,0,1345,1
2,3,25,29,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,413,1
4,3,25,94,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,318,1
6,3,25,29,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,869,1
8,3,25,41,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,204,1
10,3,25,28,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,67,1
12,3,25,31,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,223,1
15,3,25,100,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,75,1
20,3,25,45,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,62,1
22,3,25,79,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,357,1
28,3,25,97,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,165,1
31,3,25,72,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,220,1
34,3,25,101,громыхнуть,suffix-nu,,,P,1.2,10,громыхать,I,3.3,,9,0,0,290,1
2,3,54,99,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,285,1
3,1,54,96,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,296,1
4,3,54,59,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,748,1
5,1,54,92,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,95,1
7,1,54,70,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,235,1
9,1,54,80,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,251,1
10,3,54,92,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,670,1
13,1,54,56,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,160,1
15,3,54,39,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,304,1
19,2,54,103,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,1272,1
20,3,54,30,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,265,1
21,2,54,18,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,803,1
22,3,54,23,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,473,1
23,1,54,103,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,403,1
24,2,54,95,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,239,1
27,2,54,78,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,515,1
28,3,54,76,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,382,1
29,1,54,83,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,512,1
30,2,54,32,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,825,1
33,2,54,33,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,989,1
34,3,54,41,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,2049,1
35,1,54,40,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,756,1
36,2,54,4,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,901,1
40,2,54,68,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,632,1
41,1,54,104,грохнуть,filler-nu,,,P,6.6,8,прохать,I,,,7,0,0,741,1
14,2,35,6,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,150,1
19,2,35,62,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,1107,1
21,2,35,59,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,218,1
24,2,35,97,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,202,1
27,2,35,56,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,481,1
30,2,35,17,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,689,1
33,2,35,22,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,38,1
36,2,35,84,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,321,1
40,2,35,57,добывать,suffix-va,,,I,16.3,8,добыть,P,19.9,,6,0,0,292,1
1,1,76,49,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,34,1
2,3,76,69,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,337,1
4,3,76,31,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,584,1
5,1,76,98,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,54,1
6,3,76,14,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,311,1
7,1,76,90,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,51,1
8,3,76,73,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,590,1
9,1,76,84,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,177,1
10,3,76,36,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,555,1
11,1,76,78,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,212,1
13,1,76,72,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,75,1
14,2,76,96,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,15,1
15,3,76,50,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,761,1
16,1,76,67,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,78,1
18,3,76,81,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,162,1
19,2,76,48,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,1256,1
20,3,76,5,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,221,1
22,3,76,34,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,341,1
23,1,76,48,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,215,1
24,2,76,73,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,254,1
26,1,76,73,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,139,1
27,2,76,83,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,663,1
28,3,76,88,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,402,1
29,1,76,47,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,438,1
30,2,76,84,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,478,1
31,3,76,22,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,244,1
32,1,76,63,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,196,1
33,2,76,17,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,2357,1
34,3,76,15,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,698,1
35,1,76,11,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,279,1
36,2,76,69,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,220,1
37,1,76,56,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,54,1
39,1,76,83,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,384,1
40,2,76,2,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,283,1
41,1,76,17,забрызгать,za-filler,,,P,2.4,10,брытгать,I,,,8,0,0,110,1
1,1,66,77,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,66,1
2,3,66,47,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,363,1
3,1,66,68,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,86,1
6,3,66,74,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,702,1
7,1,66,66,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,212,1
8,3,66,75,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,465,1
9,1,66,42,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,111,1
10,3,66,39,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,376,1
12,3,66,79,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,273,1
13,1,66,11,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,338,1
14,2,66,83,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,162,1
15,3,66,53,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,286,1
18,3,66,85,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,199,1
21,2,66,104,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,353,1
22,3,66,33,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,283,1
23,1,66,46,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,238,1
24,2,66,45,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,248,1
25,3,66,4,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,1318,1
26,1,66,88,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,230,1
27,2,66,74,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,629,1
28,3,66,101,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,525,1
30,2,66,30,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,365,1
31,3,66,58,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,231,1
32,1,66,92,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,272,1
33,2,66,51,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,510,1
35,1,66,34,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,836,1
36,2,66,95,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,245,1
37,1,66,49,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,363,1
39,1,66,82,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,271,1
40,2,66,52,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,233,1
41,1,66,52,загрустить,za-filler,,,P,2.1,10,крустить,I,,,8,0,0,294,1
1,1,68,1,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,87,1
3,1,68,72,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,179,1
4,3,68,6,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,297,1
5,1,68,7,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,183,1
7,1,68,71,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,36,1
8,3,68,24,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,391,1
9,1,68,78,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,195,1
10,3,68,16,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,460,1
11,1,68,90,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,130,1
12,3,68,74,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,397,1
13,1,68,42,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,203,1
14,2,68,85,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,12,1
15,3,68,20,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,337,1
16,1,68,69,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,87,1
18,3,68,91,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,374,1
20,3,68,56,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,282,1
21,2,68,89,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,352,1
22,3,68,28,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,199,1
23,1,68,31,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,453,1
26,1,68,86,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,7,1
27,2,68,46,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,341,1
28,3,68,6,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,556,1
29,1,68,59,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,466,1
30,2,68,41,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,370,1
31,3,68,67,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,221,1
32,1,68,93,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,206,1
33,2,68,40,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,260,1
34,3,68,102,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,329,1
35,1,68,49,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,784,1
37,1,68,1,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,376,1
39,1,68,26,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,1180,1
40,2,68,35,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,145,1
41,1,68,15,загрызть,za-filler,,,P,1.4,8,глызть,I,,,6,0,0,176,1
1,1,69,64,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,58,1
2,3,69,14,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,446,1
4,3,69,28,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,419,1
5,1,69,39,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,64,1
6,3,69,49,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,436,1
7,1,69,77,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,43,1
8,3,69,79,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,475,1
9,1,69,38,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,269,1
10,3,69,18,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,426,1
11,1,69,53,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,125,1
12,3,69,42,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,497,1
13,1,69,48,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,154,1
14,2,69,61,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,114,1
15,3,69,67,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,106,1
16,1,69,88,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,64,1
18,3,69,38,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,184,1
19,2,69,35,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,641,1
20,3,69,9,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,165,1
21,2,69,96,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,243,1
22,3,69,13,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,503,1
23,1,69,45,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,281,1
27,2,69,100,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,494,1
28,3,69,43,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,450,1
29,1,69,92,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,340,1
30,2,69,102,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,603,1
31,3,69,48,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,213,1
32,1,69,19,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,569,1
33,2,69,87,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,2596,1
34,3,69,8,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,842,1
35,1,69,75,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,410,1
36,2,69,61,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,238,1
37,1,69,44,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,110,1
39,1,69,47,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,406,1
40,2,69,73,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,265,1
41,1,69,45,закивать,za-filler,,,P,6.5,8,гивать,I,,,6,0,0,177,1
2,3,51,6,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,353,1
3,1,51,37,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,103,1
4,3,51,67,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,369,1
5,1,51,16,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,231,1
6,3,51,22,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,366,1
7,1,51,39,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,20,1
8,3,51,66,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,568,1
9,1,51,50,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,143,1
10,3,51,41,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,102,1
11,1,51,100,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,34,1
12,3,51,15,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,554,1
13,1,51,94,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,310,1
15,3,51,23,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,166,1
18,3,51,7,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,209,1
19,2,51,60,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,1141,1
20,3,51,19,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,150,1
21,2,51,76,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,621,1
22,3,51,69,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,109,1
23,1,51,1,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,993,1
24,2,51,79,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,55,1
25,3,51,66,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,361,1
26,1,51,100,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,14,1
27,2,51,21,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,681,1
28,3,51,7,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,107,1
29,1,51,78,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,609,1
31,3,51,82,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,326,1
32,1,51,75,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,379,1
33,2,51,21,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,169,1
34,3,51,86,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,336,1
35,1,51,21,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,332,1
38,2,51,75,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,56,1
39,1,51,79,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,759,1
40,2,51,81,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,110,1
41,1,51,82,заражать,balance,,,I,3.1,8,запасать,I,1.1,,8,0,0,99,1
1,1,71,72,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,209,1
2,3,71,35,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,698,1
4,3,71,23,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,629,1
5,1,71,38,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,178,1
6,3,71,1,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,537,1
7,1,71,95,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,15,1
8,3,71,93,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,735,1
9,1,71,99,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,165,1
11,1,71,94,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,185,1
13,1,71,58,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,196,1
14,2,71,35,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,272,1
15,3,71,16,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,343,1
16,1,71,30,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,99,1
18,3,71,62,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,286,1
20,3,71,62,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,257,1
21,2,71,67,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,531,1
22,3,71,12,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,266,1
24,2,71,21,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,262,1
25,3,71,96,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,550,1
26,1,71,81,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,245,1
27,2,71,54,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,553,1
28,3,71,20,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,982,1
29,1,71,53,зашикать,za-filler,,,P,0.7,8,шакать,I,,,6,0,0,564,1
